id,lat,lon,area,regions1,regions2
5965,43.9,41.64,1316,4,2
5966,43.68,41.51,525,4,2
5967,44.04,40.91,1075,4,2
5968,44.55,41.23,558,2,2
5969,44.2,40.29,1886,4,2
5970,44.55,38.99,772,2,2
5971,44.88,38.72,202,4,2
5972,44.85,37.94,326,4,2
5973,44.51,38.52,263,2,2
5974,43.62,39.75,239,3,2
5975,55.79,33.86,248,1,2
5976,54.39,32.67,534,1,2
5977,52.78,32.15,1158,2,2
5978,52.87,34.59,1546,2,2
5979,53.08,33.13,151,2,2
5980,51.68,36.18,2350,2,2
5981,58.94,35.92,2361,1,1
5982,56.04,38.05,953,1,1
5983,61.2,57.2,2777,1,1
5984,60.94,57.28,3030,1,1
5985,57.24,58.22,965,2,1
5986,55.57,59.81,278,4,1
5987,53.5,57.14,352,4,1
5988,53.39,56.27,141,4,1
5989,54.68,56.87,1711,4,1
5990,53.85,58.2,2292,4,1
5991,59.02,53.17,5030,1,1
5992,57.06,54.75,2067,1,1
5993,59.23,54.93,835,1,1
5994,57.57,53.01,1098,1,1
5995,55.92,57.18,2178,2,1
5996,55.3,55.72,1212,2,1
5997,55.42,56.1,665,2,1
5998,58.71,52.56,2310,1,1
5999,59.14,47.86,6020,1,1
6000,57.3,51.22,2344,1,1
6001,56.17,50.97,108,2,1
6002,52.96,55.99,346,2,1
6003,53.62,55.87,593,2,1
6004,55.08,55.22,3572,2,1
6005,54.36,52.81,521,2,1
6006,54.9,48.57,182,2,1
6007,53.18,48.45,353,2,1
6008,51.7,46.36,878,2,2
6009,56.03,49.75,651,1,1
6010,54.91,50.13,1208,2,1
6011,54.13,50.47,2404,2,1
6012,52.2,53.68,1348,2,1
6013,52.98,51.77,118,2,1
6014,53.32,53.43,900,2,1
6015,52.83,50.57,1497,2,1
6016,52.13,48.52,2079,2,1
6017,51.41,46.74,3482,2,2
6018,53.88,59.33,2616,4,1
6019,53.05,58.92,1854,2,1
6020,52.13,57.53,332,4,1
6021,51.69,56.65,60,2,1
6022,52.63,56.67,1842,2,1
6023,51.9,56.31,2600,2,1
6024,50.68,59.49,773,2,1
6025,51.64,53.96,936,2,1
6026,50.4,47.71,3936,2,2
6027,54.52,19.84,302,2,2
6028,56.02,32.15,875,1,2
6029,60.62,35.99,664,1,1
6030,62.96,34.4,731,1,1
6031,67.58,30.7,110,1,1
6032,67.19,39.55,505,1,1
6033,50.31,39.62,450,2,2
6034,50.49,36.69,1730,2,2
6035,46.04,39.17,4023,2,2
6036,44.96,37.61,106,2,2
6037,66.13,32.71,2525,1,1
6038,65.34,34.18,891,1,1
6039,65.27,34.29,1232,1,1
6040,65.25,31.14,358,1,1
6041,64.24,32.22,2681,1,1
6042,64.79,34.52,941,1,1
6043,64.21,35.52,1987,1,1
6044,64,36.22,1358,1,1
6045,60.61,39.44,1595,1,1
6046,61.64,38.38,319,1,1
6047,59.36,40.27,15748,1,1
6048,60.58,40.41,1124,1,1
6049,59.04,39.69,177,1,1
6050,60.38,44.13,2357,1,1
6051,61.11,54.16,1625,1,1
6052,61.33,50.22,124,1,1
6053,62.3,42.54,2277,1,1
6054,62.91,40.38,1865,1,1
6055,61.9,57.03,9758,1,1
6056,63.34,55.65,2018,1,1
6057,63.66,54.04,14892,1,1
6058,64.84,50.95,2249,1,1
6059,67.11,51.25,16.1,1,1
6060,69.49,31.87,950,1,1
6061,68,35.24,203,1,1
6062,66.63,40.61,587,1,1
6063,66.57,35.41,374,1,1
6064,66.63,34.89,251,1,1
6065,67.01,33.51,1275,1,1
6066,62.21,39.39,2467,1,1
6067,67.85,36.97,393,1,1
6068,52.31,38.96,30488,2,2
6069,50.93,39.41,70746,2,2
6070,49.79,41.12,101228,2,2
6071,49.62,42.87,205553,2,2
6072,52.54,38.7,16557,2,2
6073,52.62,39.4,15245,2,2
6074,51.13,39.89,7210,2,2
6075,52.74,44.35,1101,2,2
6076,51.49,43.26,14395,2,2
6077,51.18,42.15,19443,2,2
6078,50.83,41.77,45479,2,2
6079,50.09,42.24,56482,2,2
6080,51.41,41.99,13066,2,2
6081,50.46,42.08,9133,2,2
6082,51.48,44.86,7664,2,2
6083,49.93,43.01,33789,2,2
6084,49.36,44.16,8802,2,2
6085,48.57,42.55,8454,2,2
6086,56.59,33.77,8999,1,1
6087,57.16,34.82,4224,1,1
6088,56.96,35.39,5363,1,1
6089,56.38,35.73,1323,1,1
6090,56.21,35.9,1362,1,1
6091,56.48,37.56,2132,1,1
6092,57.65,38.41,509,1,1
6093,57.88,38.4,389,1,1
6094,57.9,38.12,184,1,1
6095,58.68,37.04,524,1,1
6096,57.67,36.35,400,1,1
6097,58.82,36.42,19165,1,1
6098,59.22,35.02,2671,1,1
6099,59.19,35.73,7427,1,1
6100,58.82,34.26,706,1,1
6101,59.22,35.5,496,1,1
6102,59.98,36.02,2426,1,1
6103,59.43,36.77,4937,1,1
6104,59.5,35.45,1684,1,1
6105,59.33,37.01,2279,1,1
6106,59.22,37.82,374,1,1
6107,60.14,38.43,69.3,1,1
6108,59.64,38.01,717,1,1
6109,59.54,37.71,128,1,1
6110,59.88,37.71,1168,1,1
6111,60.25,36.91,323,1,1
6112,60.63,36.87,287,1,1
6113,60.85,37.86,1635,1,1
6114,60.45,37.77,4194,1,1
6115,60.72,37.98,837,1,1
6116,58.74,39.39,810,1,1
6117,57.9,38.93,454,1,1
6118,58.02,39.56,343,1,1
6119,57.69,39.71,291,1,1
6120,57.21,39.91,5072,1,1
6121,58.04,40.64,353,1,1
6122,58.21,40.39,683,1,1
6123,59.08,42.24,806,1,1
6124,58.44,41.34,8938,1,1
6125,58.39,41.57,2766,1,1
6126,58.29,41.49,1016,1,1
6127,58.32,41.17,806,1,1
6128,58.38,40.91,1809,1,1
6129,58.16,41.19,847,1,1
6130,57.65,41.37,502,1,1
6131,57.49,41.08,216,1,1
6132,57.32,41.46,604,1,1
6133,57.33,41.79,326,1,1
6134,57.28,42.16,32.2,1,1
6135,57.71,42.11,814,1,1
6136,57.74,43.1,3737,1,1
6137,58.84,44.43,11406,1,1
6138,58.35,44.92,16522,1,1
6139,57.95,43.73,18257,1,1
6140,59.16,43.36,1852,1,1
6141,58.65,44.98,1330,1,1
6142,58.51,45.29,2105,1,1
6143,58.53,43.57,957,1,1
6144,58.04,43.83,5751,1,1
6145,57.76,44.49,451,1,1
6146,57.47,43.66,426,1,1
6147,57.03,43.18,161,1,1
6148,56.94,43.81,1308,1,1
6149,56.58,44,999,1,1
6150,52.61,35.85,510,2,2
6151,53.03,36.05,4805,2,2
6152,53.75,36.34,17344,2,2
6153,54.52,36.37,55473,1,2
6154,54.91,38.09,67865,2,2
6155,54.44,40.15,100142,2,1
6156,55.59,42.28,186143,2,1
6157,56.13,43.13,242450,2,1
6158,53.06,36.32,621,2,2
6159,52.93,37.04,1973,2,2
6160,53.44,36.47,5969,2,2
6161,53.39,35.88,1009,2,2
6162,53.98,37.16,8372,2,2
6163,54,37.6,400,2,2
6164,53.98,35.17,1887,1,2
6165,54.28,35.69,7012,2,2
6166,54.69,36.08,15269,1,2
6167,54.77,36.35,154,1,2
6168,54.65,37.05,879,2,2
6169,55.02,36.54,3584,1,2
6170,54.77,38.79,3040,2,1
6171,55.83,36.97,4983,1,1
6172,55.83,37.23,1918,1,1
6173,55.23,38.51,787,2,1
6174,54.22,40.2,821,2,2
6175,54.19,38.93,1306,2,2
6176,54.91,40.14,4205,1,1
6177,55.45,40.2,1084,1,1
6178,55.19,40.87,1547,1,1
6179,54.72,43.06,15556,2,1
6180,54.51,42.29,28491,2,1
6181,53.43,43.88,2305,2,1
6182,54.08,44.25,1794,2,1
6183,54.42,44.19,1070,2,1
6184,53.64,42.96,450,2,2
6185,54.34,42.46,1956,2,1
6186,53.77,41.67,13639,2,2
6187,52.45,41.46,529,2,2
6188,52.74,41.03,321,2,2
6189,52.74,42.16,109,2,2
6190,53.63,42.51,2203,2,2
6191,55.46,42.65,4622,2,1
6192,55.62,43.03,1835,2,1
6193,55.74,41.71,1141,2,1
6194,56.1,40.41,14017,2,1
6195,56.43,41.12,25101,2,1
6196,56.41,38.82,295,1,1
6197,56.12,40.07,1363,2,1
6198,56.57,40.34,4390,2,1
6199,56.02,40.67,972,1,1
6200,56.98,42.3,583,1,1
6201,57.01,44.68,1310,1,1
6202,56.59,44.66,3621,1,1
6203,55.93,44.85,847,2,1
6204,53.2,45.92,6623,2,1
6205,52.71,45.6,3278,2,2
6206,54.14,47.01,3738,2,1
6207,54.8,44.45,1382,2,1
6208,54.85,46.53,10947,2,1
6209,54.24,45.35,1618,2,1
6210,55.22,45.18,2854,2,1
6211,55.44,45.02,6337,2,1
6212,55.92,45.61,1874,2,1
6213,58.8,45.88,12579,1,1
6214,57.94,45.79,22159,1,1
6215,57.16,44.94,27018,1,1
6216,59.37,46.57,1892,1,1
6217,58.86,46.73,5182,1,1
6218,58.41,46.17,696,1,1
6219,58.01,46.49,1686,1,1
6220,57.56,44.62,481,1,1
6221,57.01,45.65,5789,1,1
6222,57.08,45.62,598,1,1
6223,56.71,45.21,479,2,1
6224,56.61,46.46,1579,1,1
6225,69.46,31.06,1652,1,1
6226,69.27,32.85,1029,1,1
6227,68.49,31.68,1623,1,1
6228,68.49,28.94,2539,1,1
6229,68.68,30.2,4532,1,1
6230,68.73,30.5,1386,1,1
6231,68.93,33.25,3761,1,1
6232,68.61,33.21,1133,1,1
6233,67.33,37.07,3758,1,1
6234,67.19,39.73,10355,1,1
6235,66.18,37.94,1200,1,1
6236,66.45,36.72,7945,1,1
6237,66.72,34.29,6588,1,1
6238,67.55,31.41,3128,1,1
6239,67.65,31.06,1641,1,1
6240,67.92,32.97,1471,1,1
6241,66.86,30.2,2078,1,1
6242,63.66,37.59,478,1,1
6243,63.9,38.51,56042,1,1
6244,64.39,39.3,1181,1,1
6245,64.73,40.97,321,1,1
6246,65.02,40.4,308,1,1
6247,65.73,40.43,1860,1,1
6248,65.79,43.21,5464,1,1
6249,66.58,48.1,2764,1,1
6250,64.11,41.73,353080,1,1
6251,62.05,45.09,220925,1,1
6252,63.32,41.87,280937,1,1
6253,62.15,54.11,4746,1,1
6254,61.69,53.62,26787,1,1
6255,64.96,43.63,2979,1,1
6256,63.6,49.58,6400,1,1
6257,64.21,48.74,15886,1,1
6258,65.02,45.78,56660,1,1
6259,62.8,56.24,35886,1,1
6260,64.34,57.59,66291,1,1
6261,65.48,52.32,246970,1,1
6262,64.72,43.35,36116,1,1
6263,62.13,38.69,5470,1,1
6264,63.62,39.76,1775,1,1
6265,63.94,38.63,374,1,1
6266,64.33,40.29,1850,1,1
6267,65.42,41.73,1675,1,1
6268,65.35,42.04,1254,1,1
6269,64.96,45.91,120,1,1
6270,65.6,47.67,4431,1,1
6271,65.78,44.99,12224,1,1
6272,61.91,38.94,491,1,1
6273,63.49,40.41,338,1,1
6274,66.97,63.04,13997,1,1
6275,67.03,59.31,2253,1,1
6276,67.43,58.03,5459,1,1
6277,66.96,55.77,4624,1,1
6278,67.05,51.03,8370,1,1
6279,66.83,59.51,8815,1,1
6280,59.85,30.45,285700,1,1
6281,54.55,20.9,13790,2,2
6282,59.94,42.82,34753,1,1
6283,60.76,45.96,48857,1,1
6284,60.16,40.87,4812,1,1
6285,59.93,45.7,8994,1,1
6286,60.31,47.11,15127,1,1
6287,60.65,46.57,34444,1,1
6288,60.23,49.49,6782,1,1
6289,60.68,47.5,16612,1,1
6290,61.4,47.8,110359,1,1
6291,62.31,52.47,7816,1,1
6292,62.3,52.65,4037,1,1
6293,61.61,51.6,5944,1,1
6294,60.46,51.01,4140,1,1
6295,61.03,50.21,11698,1,1
6296,62.92,50.86,19300,1,1
6297,62.9,51.51,3909,1,1
6298,62.19,48.69,5055,1,1
6299,61.07,48.08,5041,1,1
6300,61.1,41.99,13297,1,1
6301,62.53,42.21,43101,1,1
6302,61.12,41.79,4850,1,1
6303,61.62,43.96,7308,1,1
6304,63.36,41.49,7861,1,1
6305,63.62,45.74,16761,1,1
6306,59.32,31.18,588,1,1
6307,59.6,30.86,1318,1,1
6308,60.26,33.35,5809,1,1
6309,60.53,33.6,4921,1,1
6310,56.29,30.46,3323,1,2
6311,56.72,28.63,3519,1,2
6312,59.77,33.24,2100,1,1
6313,57.92,32,6529,1,1
6314,45.62,19.15,252282,2,3
6315,43.4,19.62,3151,4,3
6316,43.17,20.7,4680,2,3
6317,43.31,22.14,3053,2,3
6318,43.35,22.03,3945,2,3
6319,43.03,22.66,486,2,3
6320,43.68,21.27,31798,2,3
6321,44.02,21.18,32883,2,3
6322,44.51,21.29,35856,2,3
6323,43.84,20.25,3120,2,3
6324,43.85,20.78,4593,2,3
6325,43.54,21.33,14588,2,3
6326,43.79,21.78,467,2,3
6327,43.84,21.41,286,2,3
6328,44.11,21.91,194,2,3
6329,44.2,21.59,654,2,3
6330,44.5,21.55,855,2,3
6331,44.27,22.17,96,2,3
6332,44.35,20.15,1002,2,3
6333,44.42,20.39,1885,2,3
6334,43.62,22.38,1246,2,3
6335,43.86,22.16,1789,2,3
6336,43.96,22.36,2161,2,3
6337,45.9,18.71,211785,2,3
6338,44.95,19.51,89367,2,3
6339,45.87,19.92,140902,2,3
6340,43.89,19.57,14656,2,3
6341,42.92,22.15,3746,2,3
6342,43.31,21.73,9281,2,3
6343,43.57,21.53,14201,2,3
6344,43.61,21.55,15563,2,3
6345,43.22,22.72,1777,2,3
6346,43.31,20.57,6145,2,3
6347,43.38,20.77,6992,2,3
6348,43.74,20.11,564,2,3
6349,43.52,19.51,79,4,3
6350,43.4,20.16,500,2,3
6351,43.48,19.62,153,4,3
6352,44.47,19.5,314,2,3
6353,44.31,22.08,234,2,3
6354,44.41,21.3,243,2,3
6355,44.73,21.39,1228,2,3
6356,44.32,22.22,458,2,3
6357,43.39,20.62,264,2,3
6358,43.59,20.63,116,2,3
6359,43.42,20.58,191,2,3
6360,43.51,20.24,311,2,3
6361,43.48,20.5,543,2,3
6362,42.61,20.94,329,2,3
6363,42.91,20.1,692,4,3
6364,42.83,21.05,2629,2,3
6365,43.22,20.68,477,2,3
6366,42.87,20.56,1110,2,3
6367,43.36,20.55,1044,2,3
6368,43.72,20.6,101,2,3
6369,43.13,22.92,228,2,3
6370,43.15,21.19,353,2,3
6371,43.4,21.63,201,2,3
6372,43.06,21.76,496,2,3
6373,43.21,21.03,179,2,3
6374,43.18,21.01,113,2,3
6375,42.99,22.66,234,2,3
6376,43.12,21.89,887,2,3
6377,43.12,21.23,983,2,3
6378,43.09,21.84,560,2,3
6379,43.19,21.95,206,2,3
6380,42.8,21.5,95,2,3
6381,43.19,22.33,818,2,3
6382,42.73,22.65,95,2,3
6383,43.08,22.62,792,2,3
6384,43,22.3,315,2,3
6385,42.96,22.36,349,2,3
6386,42.95,22.75,553,2,3
6387,42.85,22.26,98,2,3
6388,43.07,22.66,401,2,3
6389,43.06,21.13,367,2,3
6390,42.78,22,3060,2,3
6391,42.88,22.21,878,2,3
6392,42.58,21.83,107,2,3
6393,42.7,22.05,2821,2,3
6394,43.66,21.75,395,2,3
6395,44.36,20.02,183,2,3
6396,44.23,20.09,680,2,3
6397,44.22,19.72,158,2,3
6398,44.53,19.65,208,2,3
6399,44.3,20.24,104,2,3
6400,44.16,19.79,140,2,3
6401,44.46,20.03,212,2,3
6402,44.36,19.75,338,2,3
6403,44.41,20.4,126,2,3
6404,42.42,22.44,201,2,3
6405,42.43,22.54,159,2,3
6406,42.5,22.54,684,2,3
6407,43.84,22.21,192,2,3
6408,43.63,22.09,623,2,3
6409,44.01,21.97,210,2,3
6410,42.34,21.92,457,2,3
6411,42.18,21.13,242,2,3
6412,44.2,21.02,585,2,3
6413,43.86,21.32,163,2,3
6414,44.17,20.61,84,2,3
6415,43.95,21.19,195,2,3
6416,43.87,21.24,430,2,3
6417,44.26,21.07,497,2,3
6418,44.28,21.04,746,2,3
6419,44.28,21.29,676,2,3
6420,43.68,20.23,824,2,3
6421,42.93,20.43,701,2,3
6422,43.63,21.17,953,2,3
6423,43.91,20.39,210,2,3
6424,43.47,21.15,215,2,3
6425,43.91,20.87,492,2,3
6426,43.83,20.31,240,2,3
6427,43.49,20.07,471,2,3
6428,43.91,20.05,167,2,3
6429,43.94,20.52,619,2,3
6430,43.85,20.37,200,2,3
6431,43.82,20,428,2,3
6432,43.72,19.02,509,4,3
6433,43.91,19.59,510,2,3
6434,43.85,20.15,632,2,3
6435,42.64,20.66,436,2,3
6436,42.58,20.44,114,4,3
6437,42.44,20.46,459,4,3
6438,42.66,20.31,265,4,3
6439,42.22,21.27,215,2,3
6440,42.53,20.61,335,2,3
6441,42.06,20.74,52,4,3
6442,42.03,20.62,75,4,3
6443,42.11,20.8,250,4,3
6444,42.23,20.67,158,4,3
6445,43.29,19.63,2777,4,3
6446,43.25,21.77,1789,2,3
6447,43.22,21.66,2063,2,3
6448,43.97,22.08,1199,2,3
6449,43.56,19.57,3653,4,3
6450,44.5,19.18,17253,2,3
6451,43.73,19.49,510,4,3
6452,44.41,20.21,384,2,3
6453,44.65,20.1,3543,2,3
6454,42.73,21.05,925,2,3
6455,42.61,21.45,604,2,3
6456,42.54,20.44,424,2,3
6457,42.68,20.17,160,4,3
6458,42.6,20.65,2105,2,3
6459,43.15,22.73,138,2,3
6460,42.27,21.22,112,2,3
6461,48.78,19.21,1792,4,4
6462,48.4,18.75,3817,4,5
6463,48.99,19.48,1114,4,4
6464,48.35,20.26,1866,2,5
6465,48.68,21.16,1290,4,4
6466,49.08,21.37,1052,4,4
6467,49.22,20.84,1259,4,4
6468,49.43,18.96,497,4,4
6469,48.71,18.31,312,4,5
6470,48.85,19.94,79.3,4,4
6471,48.76,19.11,62.6,4,4
6472,49.06,20.53,309,4,4
6473,48.36,16.89,171,2,4
6474,48.38,17.07,47,2,4
6475,48.23,17.26,19,4,5
6476,48.35,17.7,115,2,5
6477,48.44,17.56,38,4,5
6478,48.39,17.24,33,4,5
6479,49.05,19.9,87,4,4
6480,49.14,20.07,106,4,4
6481,49.01,19.92,118,4,4
6482,49.14,19.8,93,4,4
6483,49.07,19.61,36,4,4
6484,49,19.82,62,4,4
6485,49.15,19.57,27,4,4
6486,48.89,19.25,219,4,4
6487,49.1,19.04,118,4,4
6488,49.45,19.38,90,4,4
6489,49.45,19.47,159,4,4
6490,49.3,19.5,130,4,4
6491,49.18,19.38,96,4,4
6492,48.81,18.84,62,4,4
6493,49.06,18.64,242,4,4
6494,49.3,18.45,65,4,4
6495,49.17,18.38,100,4,4
6496,49.23,18.29,162,4,4
6497,49.09,18.39,111,4,4
6498,48.87,18.14,49,4,4
6499,48.63,17.95,164,4,5
6500,48.77,18.84,182,4,4
6501,48.68,18.87,40,4,4
6502,48.79,18.31,136,4,4
6503,48.33,18.49,297,2,5
6504,48.87,19.74,237,4,4
6505,48.88,19.57,36,4,4
6506,48.94,19.81,47,4,4
6507,48.88,19.42,53,4,4
6508,48.47,19.28,140,4,4
6509,48.52,18.71,131,4,5
6510,48.37,19.85,59,2,5
6511,48.15,18.78,215,2,5
6512,48.78,20.32,32,4,4
6513,48.78,20.54,122,4,4
6514,48.75,20.36,131,4,4
6515,48.67,20.08,74,4,4
6516,48.54,20.05,148,4,4
6517,49.31,20.32,35,4,4
6518,49.05,20.35,45,4,4
6519,48.95,20.3,115,4,4
6520,48.94,20.45,68,4,4
6521,48.88,20.95,608,4,4
6522,48.84,21.17,2315,4,4
6523,48.63,21.5,4214,2,4
6524,48.71,20.96,192,2,4
6525,48.95,22.16,60,4,4
6526,49.24,21.5,167,4,4
6527,49.22,21.63,186,4,4
6528,48.91,21.87,174,4,4
6529,49.09,19.49,1605,4,4
6530,49.33,19.47,1209,4,4
6531,48.53,19.29,4248,4,4
6532,48.57,18.98,795,4,4
6533,48.71,21.78,1640,2,4
6534,48.85,21.71,1271,4,4
6535,46.06,15.01,7099,2,4
6536,46.18,15.07,5197,2,4
6537,45.98,15.41,269,2,4
6538,46.74,16.05,10241,2,4
6539,46.67,16.14,10249,2,4
6540,46.59,16.22,271,2,4
6541,46.71,16.23,207,2,4
6542,46.6,16.29,852,2,4
6543,46.57,14.88,95.2,4,4
6544,46.63,15.09,555,2,4
6545,46.4,15.06,72.6,4,4
6546,46.51,14.86,233,2,4
6547,46.53,15.36,74.5,2,4
6548,46.45,15.56,42.8,2,4
6549,46.31,15.54,304,2,4
6550,46.59,15.91,284,2,4
6551,46.41,15.96,476,2,4
6552,46.43,14.08,258,4,4
6553,46.4,13.98,168,4,4
6554,46.35,13.88,94.3,4,4
6555,46.3,14.28,908,2,4
6556,46.1,14.51,2261,2,4
6557,46.02,14.93,4807,2,4
6558,46.27,14.1,120,4,4
6559,46.27,14.59,114,4,4
6560,46.29,14.55,195,2,4
6561,46.17,14.62,82.2,2,4
6562,45.99,15.12,165,2,4
6563,45.94,15.84,559,2,3
6564,45.36,14.87,469,4,3
6565,45.63,15.26,1938,2,3
6566,45.53,15.04,219,2,3
6567,46.04,14.47,1131,4,4
6568,46.02,14.51,1760,2,4
6569,46.07,14.5,47,4,4
6570,45.7,14.54,49.5,4,3
6571,46.4,14.68,63.4,4,4
6572,46.33,14.77,457,4,4
6573,46.19,15.16,1681,2,4
6574,46.24,15.06,100,4,4
6575,46.25,14.87,206,2,4
6576,46.23,15.18,172,2,4
6577,46.24,15.21,103,2,4
6578,46.22,15.41,201,2,4
6579,45.84,14.89,349,2,4
6580,45.8,15.44,1898,2,3
6581,45.83,15.43,2275,2,3
6582,45.9,15.04,81,2,4
6583,45.8,14.93,293,2,3
6584,45.86,15.39,107,2,4
6585,46.22,13.78,438,4,4
6586,46.32,13.54,50.2,4,4
6587,46.07,13.64,444,4,4
6588,46.09,14,55.3,4,4
6589,46.07,13.84,142,4,4
6590,45.81,13.86,132,3,3
6591,45.96,13.67,469,3,3
6592,45.98,14.09,93.2,3,3
6593,45.62,14.16,331,3,3
6594,45.56,13.81,206,3,3
6595,46.43,16.18,14892,2,4
6596,46.53,15.13,147,2,4
6597,46.45,15.8,768,2,4
6598,46.44,15.7,188,2,4
6599,45.96,15.57,10339,2,3
6600,46.16,14.33,574,2,4
6601,46.2,15.19,1188,2,4
6602,46.08,15.24,1839,2,4
6603,46.38,15.18,133,4,4
6604,46.32,15.22,31.8,4,4
6605,46.3,13.65,323,4,4
6606,45.91,13.84,1582,3,4
6607,46.28,13.75,73.4,4,4
6608,45.81,13.72,587,3,3
6609,43.37,-5.78,313,5,5
6610,43.15,-6.54,531,5,5
6611,43.29,-6.1,406,5,5
6612,43.39,-7.12,711,5,5
6613,42.46,-6.69,562,3,5
6614,42.52,-7.5,340,3,5
6615,42.68,-4.49,56,3,5
6616,41.58,-2.93,904,3,5
6617,42.04,-3.21,348,3,5
6618,42.08,-3.9,2403,3,5
6619,42.93,-5.07,32,5,5
6620,41.66,-4.55,14400,3,5
6621,41.74,-4.9,991,3,5
6622,40.82,-4.15,35,3,5
6623,40.76,-4.16,253,3,5
6624,41.42,-5.1,36678,3,5
6625,42.14,-5.73,651,3,5
6626,42.72,-5,356,3,5
6627,40.6,-1.75,407,3,3
6628,40.73,-2.54,3278,3,3
6629,37.84,-2.57,28,3,3
6630,42.74,-2.76,5507,3,5
6631,42.7,-2.39,87,5,5
6632,42.68,-0.46,237,3,3
6633,42.43,-0.04,630,3,3
6634,40.88,-1.4,1512,3,3
6635,42.06,-2.47,222,3,5
6636,42.19,0.42,428,3,3
6637,42.75,-0.7,160,3,5
6638,42.72,-1.16,503,3,5
6639,42.67,-1.2,1532,3,5
6640,42.97,-1.8,242,3,5
6641,42.64,-2.69,306,3,5
6642,42.6,-1.44,47,3,5
6643,42.09,-2.01,326,3,5
6644,43.19,-2.45,459,5,5
6645,43.21,-1.91,676,5,5
6646,43.21,-1.88,38,5,5
6647,43.25,-2.56,93,5,5
6648,43.31,-3.49,113,5,5
6649,43.29,-3.93,357,5,5
6650,43.42,-4.79,642,5,5
6651,43.42,-5.37,485,5,5
6652,43.45,-5.48,376,5,5
6653,43.09,-5.89,267,5,5
6654,43.46,-6.63,411,5,5
6655,43.5,-6.45,82,5,5
6656,43.16,-7.02,293,5,5
6657,43.55,-6.95,133,5,5
6658,43.44,-7.37,574,5,5
6659,43.58,-7.21,144,5,5
6660,43.62,-7.51,164,5,5
6661,43.55,-7.73,199,5,5
6662,43.6,-8.05,101,5,5
6663,43.54,-8.19,108,5,5
6664,43.29,-8.13,248,5,5
6665,42.87,-8.03,151,5,5
6666,42.85,-8.45,546,5,5
6667,42.55,-8.65,245,5,5
6668,43.23,-7.88,303,5,5
6669,43.25,-7.66,838,5,5
6670,42.96,-7.74,2305,5,5
6671,42.84,-7.33,129,5,5
6672,42.14,-8.32,284,5,5
6673,42.12,-8.44,149,5,5
6674,42.66,-6.88,477,3,5
6675,41.85,-2.86,125,3,5
6676,40.27,-5.33,88,3,5
6677,41.36,-3.44,36,3,5
6678,41.32,-3.87,483,3,5
6679,42.14,-3.47,1197,3,5
6680,41.97,-4.36,5233,3,5
6681,42.31,-4.67,312,3,5
6682,41.76,-3.76,271,3,5
6683,41.13,-4.44,1426,3,5
6684,41.04,-4.27,174,3,5
6685,42.87,-5.53,338,3,5
6686,42.28,-4.91,724,3,5
6687,42.69,-5.94,481,3,5
6688,42.99,-5.31,154,5,5
6689,42.72,-6.13,399,3,5
6690,42.13,-6.07,282,3,5
6691,41.78,-5.61,14316,3,5
6692,41.96,-2.98,135,3,5
6693,40.66,-5.53,118,3,5
6694,42.34,-3.6,279,3,5
6695,41.77,-5.66,1459,3,5
6696,41.46,-5.23,1054,3,5
6697,42.24,-5.45,1547,3,5
6698,40.89,-3.91,42,3,5
6699,40.48,-2.44,345,3,3
6700,40.18,-6.14,383,3,5
6701,40.02,-6.11,312,3,5
6702,40.47,-5.89,287,3,5
6703,40.16,-6.41,47,3,5
6704,40.53,-5.97,101,3,5
6705,40.08,-5.91,97,3,5
6706,40.21,-5.52,90,3,5
6707,40.22,-5.14,62,3,5
6708,40.2,-5.41,71,3,5
6709,39.94,-5.74,223,3,5
6710,40.46,-6.16,108,3,5
6711,40.43,-5.95,73,3,5
6712,40.3,-6.38,188,3,5
6713,39.81,-5.44,120,3,5
6714,40.31,-6.58,52,3,5
6715,37.92,-6.94,43,3,5
6716,38.07,-6.89,88,3,5
6717,39.7,-3.23,990,3,3
6718,39.44,-5,286,3,5
6719,37.15,-3.46,48,3,3
6720,37.32,-3.82,354,3,3
6721,37.18,-4.33,171,3,3
6722,37.23,-4.35,62,3,3
6723,38.5,-2.09,574,3,3
6724,38.09,-1.03,14030,3,3
6725,38.04,-0.98,11,3,3
6726,40.39,-1.73,95,3,3
6727,39.74,-1.28,4040,3,3
6728,38.93,-0.42,322,3,3
6729,39.46,-1.03,671,3,3
6730,39.73,-2.41,187,3,3
6731,39.87,-2.26,1787,3,3
6732,39.62,-1.58,726,3,3
6733,40.19,-1.32,239,3,3
6734,39.73,-2.11,74,3,3
6735,38.99,-2.41,215,3,3
6736,39.8,-1.75,1246,3,3
6737,39.74,-1.81,758,3,3
6738,39.71,-1.62,74,3,3
6739,38.6,-0.24,30,3,3
6740,42.13,-1.84,25311,3,5
6741,42.39,-2.08,1452,3,5
6742,42.41,-1.79,2740,3,5
6743,42.38,-1.73,5436,3,5
6744,41.69,-0.76,40616,3,3
6745,42.27,-0.91,2027,3,3
6746,42.23,-2.95,242,3,5
6747,42.53,-2.62,1090,3,5
6748,42.04,-2.02,105,3,5
6749,42.17,-0.03,109,3,3
6750,41.88,-1.88,149,3,5
6751,42.53,0.16,842,3,3
6752,40.75,0.33,48,3,3
6753,41.23,-2.03,538,3,3
6754,42.56,-0.63,350,3,3
6755,42.71,-1.17,393,3,5
6756,42.82,-1.79,777,3,5
6757,42.85,-1.78,1773,3,5
