id,lat,lon,area,regions1,regions2
1831,48.57,4.18,187,2,5
1832,48.61,4.06,319,2,5
1833,48.5,3.66,8903,2,5
1834,48.41,3.62,160,2,5
1835,48.59,3.27,283,5,5
1836,47.08,3.74,228,2,5
1837,47.6,3.34,193,2,5
1838,47.41,3.86,217,2,5
1839,47.37,4.07,399,2,5
1840,47.62,3.56,1169,2,5
1841,47.98,3.44,3858,2,5
1842,47.45,4.39,267,2,5
1843,47.8,3.66,1139,2,5
1844,47.43,4.21,222,2,5
1845,47.59,4.25,480,2,5
1846,47.74,4.31,1361,2,5
1847,48.08,3.81,477,2,5
1848,48.04,3.73,2960,2,5
1849,47.9,3.39,131,2,5
1850,48.23,3.55,863,2,5
1851,48.38,3.08,10831,5,5
1852,47.81,2.76,408,5,5
1853,47.81,3.34,153,2,5
1854,47.85,2.95,557,5,5
1855,47.97,2.94,884,5,5
1856,48.02,2.91,2255,5,5
1857,47.83,2.68,94,5,5
1858,48.01,2.81,337,5,5
1859,48.28,2.9,162,5,5
1860,48.31,2.74,254,5,5
1861,48.54,2.63,182,5,5
1862,48.23,2.11,233,5,5
1863,48.45,2.29,875,5,5
1864,48.31,2.09,200,5,5
1865,48.47,2.18,1901,5,5
1866,48.57,2.21,109,5,5
1867,48.72,2.19,634,5,5
1868,48.76,2.12,223,5,5
1869,48.66,2.86,432,5,5
1870,48.68,2.56,55.4,5,5
1871,47.95,5.21,360,2,5
1872,47.95,5.29,82.7,2,5
1873,48.39,5.13,615,2,5
1874,48.74,4.91,2417,2,5
1875,48.7,4.61,3224,2,5
1876,48.81,4.93,113,2,5
1877,48.85,4.74,215,2,5
1878,48.76,4.79,167,2,5
1879,48.8,4.7,136,2,5
1880,48.81,4.21,105,2,5
1881,49.05,3.51,451,5,5
1882,48.82,3.54,355,5,5
1883,48.95,3.17,611,5,5
1884,48.96,3.05,168,5,5
1885,48.82,3.11,765,5,5
1886,48.85,2.19,44488,5,5
1887,49,5.11,113,2,5
1888,49.24,5.03,70.4,2,5
1889,48.92,5.15,283,2,5
1890,49.3,4.94,627,2,5
1891,49.3,5.04,1010,2,5
1892,49.27,4.64,2238,2,5
1893,49.42,4.56,2960,2,5
1894,49.6,4.18,315,2,5
1895,49.38,3.9,796,2,5
1896,49.15,4.55,288,2,5
1897,49.13,3.99,599,2,5
1898,49.31,3.99,759,5,5
1899,49.37,3.8,828,5,5
1900,49.38,3.59,294,5,5
1901,49.34,3.54,1435,5,5
1902,49.46,2.78,8039,5,5
1903,49.95,3.99,317,2,5
1904,49.86,3.71,860,5,5
1905,49.86,3.41,1168,5,5
1906,49.68,3.85,729,5,5
1907,49.63,3.54,1624,5,5
1908,49.71,3.34,3324,5,5
1909,49.63,3.13,72,5,5
1910,49.25,2.69,280,5,5
1911,49.37,2.64,471,5,5
1912,49.32,2.74,14192,5,5
1913,49.61,2.2,213,5,5
1914,49.41,2.08,172,5,5
1915,49.41,2.22,744,5,5
1916,49.18,2.37,1188,5,5
1917,49.09,2.25,57.3,5,5
1918,49.12,2.24,101,5,5
1919,49,2.12,61332,5,5
1920,48.93,1.85,215,5,5
1921,49.4,1.56,246,5,5
1922,49.17,1.5,1392,5,5
1923,49.25,1.89,99.4,5,5
1924,49.54,1.3,378,5,5
1925,48.75,1.42,2087,5,5
1926,48.8,1.2,491,5,5
1927,48.82,1.4,877,5,5
1928,49.16,1.02,4674,5,5
1929,48.98,1.24,1033,5,5
1930,49.28,1.13,5944,5,5
1931,49.62,1.19,84.9,5,5
1932,49.39,0.95,200,5,5
1933,49.18,0.75,1819,5,5
1934,49.09,0.1,289,5,5
1935,49.05,0.18,324,5,5
1936,49.23,0.37,635,5,5
1937,49.28,0.33,177,5,5
1938,49.22,0.3,41,5,5
1939,48.84,0.2,87.8,5,5
1940,48.96,0,284,5,5
1941,49.29,0.11,57.1,5,5
1942,48.67,-0.39,991,5,5
1943,48.84,-0.62,112,5,5
1944,49.1,-0.61,132,5,5
1945,49.34,-0.6,254,5,5
1946,49.3,-0.44,96.2,5,5
1947,48.75,-0.74,42,5,5
1948,49.01,-0.81,114,5,5
1949,49.22,-0.67,134,5,5
1950,49.29,-0.72,246,5,5
1951,49.35,-0.67,392,5,5
1952,49.61,-1.71,102,5,5
1953,49.61,-1.82,12.1,5,5
1954,48.85,-1.37,85.7,5,5
1955,49.09,-1.48,142,5,5
1956,48.72,-1.45,73.1,5,5
1957,48.55,-1.35,716,5,5
1958,48.36,-1.19,67,5,5
1959,48.37,-1.65,507,5,5
1960,48.24,-2.23,153,5,5
1961,48.32,-1.96,380,5,5
1962,48.47,-2.22,105,5,5
1963,48.35,-2.25,101,5,5
1964,48.55,-2.45,244,5,5
1965,48.39,-2.46,142,5,5
1966,48.4,-2.9,139,5,5
1967,48.57,-3.1,182,5,5
1968,48.72,-3,337,5,5
1969,48.62,-3.21,163,5,5
1970,48.72,-3.18,124,5,5
1971,48.62,-3.74,59,5,5
1972,48.57,-3.59,45,5,5
1973,48.63,-3.69,42.3,5,5
1974,48.65,-3.99,50,5,5
1975,48.46,-4.51,27.4,5,5
1976,48.5,-4.68,89.5,5,5
1977,48.35,-3.87,24,5,5
1978,48.43,-3.83,9.7,5,5
1979,48.31,-4.01,8.7,5,5
1980,48.5,-4.3,202,5,5
1981,48.46,-4.05,259,5,5
1982,48.37,-4.3,70,5,5
1983,48.48,-3.59,116,5,5
1984,48.41,-3.35,256,5,5
1985,48.29,-3.54,526,5,5
1986,48.2,-3.68,1215,5,5
1987,48.3,-3.95,139,5,5
1988,48.07,-4.44,89.1,5,5
1989,47.82,-4.21,32.1,5,5
1990,47.88,-4.23,12.4,5,5
1991,47.94,-4.26,205,5,5
1992,47.96,-4.24,327,5,5
1993,48.12,-4.07,178,5,5
1994,48.13,-3.46,118,5,5
1995,47.98,-3.37,581,5,5
1996,47.98,-3.66,576,5,5
1997,48.05,-3.75,97.3,5,5
1998,47.92,-3.37,225,5,5
1999,47.91,-3.51,303,5,5
2000,48.47,-3.4,20.6,5,5
2001,48.18,-3.01,617,5,5
2002,48.07,-1.41,149,5,5
2003,48.19,-1.12,31,5,5
2004,48.07,-1.24,68,5,5
2005,48.27,-1.41,154,5,5
2006,48.2,-1.73,93,5,5
2007,47.86,-1.6,383,5,5
2008,47.77,-1.86,4185,5,5
2009,47.71,-1.9,600,5,5
2010,48.12,-2.54,299,5,5
2011,47.77,-2.75,134,5,5
2012,47.66,-2.21,2447,5,5
2013,47.82,-2.08,333,5,5
2014,47.77,-2.49,149,5,5
2015,44.73,3.94,228,2,3
2016,44.9,3.99,434,2,3
2017,45.07,3.9,869,2,3
2018,45.11,3.82,1304,2,3
2019,45.19,4.33,353,2,5
2020,45.34,3.69,188,2,5
2021,45.39,4.21,3191,2,5
2022,45.34,4.19,56,2,5
2023,45.6,4.29,177,2,5
2024,45.54,3.99,104,2,5
2025,45.4,4.06,95.2,2,5
2026,45.54,4.45,61,2,5
2027,45.58,4.39,180,2,5
2028,45.66,4.28,4892,2,5
2029,45.66,4.45,55,2,5
2030,45.7,4.13,12.7,2,5
2031,45.63,3.98,60.5,2,5
2032,45.67,3.88,182,2,5
2033,45.68,3.88,370,2,5
2034,45.53,4.1,43.3,2,5
2035,45.7,4.01,661,2,5
2036,45.92,4.2,193,2,5
2037,45.99,4,6489,2,5
2038,45.91,4.41,115,2,5
2039,45.96,3.99,85,2,5
2040,45.97,4.02,430,2,5
2041,45.99,4.32,32,2,5
2042,46.23,3.78,23,2,5
2043,46.33,3.97,603,2,5
2044,46.45,3.97,9146,2,5
2045,47,4.32,780,2,5
2046,46.96,4.09,255,2,5
2047,46.82,4.1,1776,2,5
2048,46.51,4.28,346,2,5
2049,46.58,3.87,12795,2,5
2050,46.2,3.74,134,2,5
2051,46.28,3.61,121,2,5
2052,46.31,3.46,361,2,5
2053,46.81,3.68,337,2,5
2054,46.86,3.35,116,2,5
2055,46.9,3.23,17514,2,5
2056,47.07,3.31,224,2,5
2057,44.79,3.86,66,2,3
2058,44.81,3.65,514,2,3
2059,44.67,3.67,113,2,3
2060,44.66,3.62,50.5,2,3
2061,44.75,3.64,72.5,2,3
2062,44.9,3.76,390,2,3
2063,45.01,3.79,991,2,3
2064,44.95,3.56,80,2,3
2065,44.99,3.75,160,2,3
2066,45.02,3.52,225,2,3
2067,44.94,3.64,1364,2,3
2068,44.98,3.65,114,2,3
2069,45,3.6,139,2,3
2070,45.09,3.42,131,2,5
2071,45.25,3.23,2244,2,5
2072,45.19,3.61,46.2,2,5
2073,45.18,3.38,99.3,2,5
2074,45.29,3.06,66.2,2,5
2075,45.58,3.25,214,2,5
2076,45.56,3.14,158,2,5
2077,45.64,3.28,5392,2,5
2078,45.75,3.1,120,2,5
2079,46.1,2.95,117,2,5
2080,45.98,3.35,717,2,5
2081,45.89,3.62,7072,2,5
2082,45.52,3.46,70,2,5
2083,45.62,3.57,799,2,5
2084,45.64,3.65,72,2,5
2085,45.83,3.72,74.5,2,5
2086,46.05,3.56,8854,2,5
2087,46.28,3.36,212,2,5
2088,45.74,3.04,7.5,2,5
2089,45.77,3.05,351,2,5
2090,46.03,2.63,1321,2,5
2091,46.1,2.92,1617,2,5
2092,46.23,3.15,550,2,5
2093,46.35,3.27,2479,2,5
2094,46.63,3.26,12766,2,5
2095,47.11,3,32101,2,5
2096,47.28,3.04,469,5,5
2097,47.91,1.74,36462,5,5
2098,47.89,1.95,218,5,5
2099,47.49,1.14,37819,5,5
2100,47.62,0.91,262,5,5
2101,46.27,2.34,143,2,5
2102,46.29,2.86,126,2,5
2103,46.54,2.74,936,2,5
2104,46.71,2.59,3540,5,5
2105,47.11,2.19,4518,5,5
2106,47.28,1.73,9123,5,5
2107,47.41,2.34,79,5,5
2108,47.45,1.89,1221,5,5
2109,46.71,1.74,696,5,5
2110,47.14,1.1,109,5,5
2111,47.18,1.35,75.5,5,5
2112,47.14,1.04,397,5,5
2113,45.61,1.96,71,2,5
2114,45.73,1.65,187,2,5
2115,45.97,1.23,1165,2,5
2116,45.84,1.95,79,2,5
2117,45.95,1.94,387,2,5
2118,45.97,1.33,1026,2,5
2119,45.83,1.23,2266,2,5
2120,45.8,0.94,3456,2,5
2121,45.83,0.8,4121,2,5
2122,46.39,0.73,5461,5,5
2123,46.41,0.36,1832,5,5
2124,46.79,0.42,2926,5,5
2125,46.84,0.58,10020,5,5
2126,46.22,2.18,729,2,5
2127,46.27,1.55,226,2,5
2128,46.54,1.67,2387,2,5
2129,46.57,1.64,435,2,5
2130,46.65,1.14,3390,5,5
2131,46.25,1.12,235,2,5
2132,46.33,0.8,1895,5,5
2133,46.49,1.17,225,2,5
2134,46.28,1.24,189,2,5
2135,46.98,0.87,7865,5,5
2136,46.93,0.78,884,5,5
2137,47.14,0.47,19903,5,5
2138,46.84,0.02,710,5,5
2139,48.48,0.27,75.7,5,5
2140,48.32,-0.19,900,5,5
2141,48.27,-0.26,119,5,5
2142,48.06,0.39,2687,5,5
2143,48.25,0.94,830,5,5
2144,48.07,0.55,1886,5,5
2145,48.06,0.33,169,5,5
2146,47.89,0.07,5345,5,5
2147,47.99,0.26,59,5,5
2148,48,-0.07,111,5,5
2149,48.07,-0.18,22,5,5
2150,47.97,-0.39,403,5,5
2151,47.82,-0.17,379,5,5
2152,47.93,-0.19,233,5,5
2153,47.83,-0.54,48,5,5
2154,47.72,-0.37,7392,5,5
2155,48.24,1.38,265,5,5
2156,48.21,1.28,1144,5,5
2157,47.98,1.29,279,5,5
2158,47.69,0.77,4636,5,5
2159,47.83,0.58,157,5,5
2160,47.67,-0.36,7929,5,5
2161,48.55,-0.61,199,5,5
2162,48.44,-0.77,1862,5,5
2163,48.36,-0.79,190,5,5
2164,48.26,-0.75,115,5,5
2165,47.98,-0.62,2846,5,5
2166,47.89,-0.89,237,5,5
2167,48.04,-0.89,119,5,5
2168,47.78,-0.85,3884,5,5
2169,47.74,-0.8,4124,5,5
2170,47.74,-0.8,727,5,5
2171,47.88,-1.02,85,5,5
2172,47.62,-0.75,152,5,5
2173,47.35,-0.5,172,5,5
2174,47.29,-0.45,152,5,5
2175,47.41,-0.88,110247,5,5
2176,47.22,-1.03,38,5,5
2177,47.13,-1.51,111547,5,5
2178,47.53,-1.63,470,5,5
2179,47.01,-0.79,61,5,5
2180,47.19,-1.19,90,5,5
2181,47.05,-1.28,591,5,5
2182,47.05,-1.78,131,5,5
2183,47.09,-1.55,146,5,5
2184,46.93,-1.58,31,5,5
2185,46.63,-1.63,125,5,5
2186,46.52,-1.75,89.2,5,5
2187,46.77,-1.1,263,5,5
2188,46.47,-1.1,180,5,5
2189,46.54,-1.2,1027,5,5
2190,46.53,-1.32,48,5,5
2191,46.72,-1.39,42,5,5
2192,42.83,0.03,5,4,3
2193,42.8,-0.33,63.7,4,3
2194,42.86,0.55,600,4,3
2195,43.04,0.6,95,5,3
2196,43.24,1.01,120,5,3
2197,42.99,1.05,377,5,3
2198,42.85,0.95,212,5,3
2199,42.94,0.87,366,5,3
2200,42.95,0.88,13.3,5,3
2201,43.03,1.03,1163,5,3
2202,43.01,1.09,11.9,5,3
2203,43.24,0.88,1554,5,3
2204,43.16,1.3,220,3,3
2205,43.19,1.09,478,5,3
2206,43.56,1.33,487,5,3
2207,42.68,1.57,23.8,4,3
2208,42.9,1.61,1360,4,3
2209,42.95,1.97,85,4,3
2210,42.95,2.04,191,3,3
2211,42.99,1.98,59,3,3
2212,42.86,1.81,29.2,4,3
2213,42.99,1.92,90.3,3,3
2214,43.13,1.58,195,5,3
2215,43.21,1.84,1270,5,3
2216,43.28,1.56,3517,5,3
2217,43.33,1.53,239,5,3
2218,43.47,1.54,354,5,3
2219,43.35,1.09,180,5,3
2220,43.53,1.2,513,5,3
2221,43.76,1.21,192,5,3
2222,43.64,1.4,106,5,3
2223,43.62,1.58,765,5,3
2224,43.69,1.43,523,5,3
2225,43.79,1.1,13691,5,3
2226,44.28,3.92,20,2,3
2227,44.29,3.56,123,3,3
2228,44.41,3.41,126,3,3
2229,44.24,3.15,924,3,3
2230,44.25,3.48,36.1,3,3
2231,44.25,3.45,103,3,3
2232,44.16,3.31,550,3,3
2233,44.07,3.25,2160,3,3
2234,44.17,2.93,206,3,3
2235,44.08,2.87,2656,3,3
2236,44.01,2.26,4518,5,3
2237,43.73,2.38,206,2,3
2238,43.64,2.37,928,5,3
2239,43.62,2.34,129,2,3
2240,43.55,2.22,372,5,3
2241,43.73,1.92,592,5,3
2242,43.96,1.51,9066,5,3
2243,44.02,1.59,288,5,3
2244,44.32,2.5,551,2,3
2245,44.27,1.98,1036,5,3
2246,44.2,1.92,1563,5,3
2247,44.08,2.35,160,5,3
2248,44.16,2.52,1028,5,3
2249,44.2,2.11,223,5,3
2250,44.14,1.99,1556,5,3
2251,44.18,1.69,506,5,3
2252,44.07,1.62,179,5,3
2253,43.94,1.72,312,5,3
2254,44.09,1.3,363,5,3
2255,44.16,1.5,5101,5,3
2256,44.15,1.35,401,5,3
2257,44.28,1.13,62,5,3
2258,44.13,0.89,32501,5,3
2259,44.2,0.95,463,5,3
2260,44.5,3.59,94.5,2,3
2261,44.45,3.61,31,2,3
2262,44.58,3.44,264,2,3
2263,44.45,3.37,117,2,3
2264,44.64,3.32,89,2,3
2265,44.52,3.35,83,2,3
2266,44.53,3.4,455,2,3
2267,44.38,3.25,1153,2,3
2268,44.6,2.72,1630,2,3
2269,44.47,2.65,53,2,3
2270,44.64,2.47,2150,2,3
2271,44.79,3.37,72,2,3
2272,44.86,3.37,117,2,3
2273,44.81,3.31,81,2,3
2274,44.79,3.28,67,2,3
2275,44.86,3.2,76,2,3
2276,44.74,3.19,541,2,3
2277,44.69,3.02,30.5,2,3
2278,44.95,3.22,1818,2,3
2279,44.75,2.89,2490,2,3
2280,44.85,2.49,112,2,3
2281,44.6,2.42,519,2,3
2282,44.53,2.09,6278,2,3
2283,44.63,2.2,150,2,3
2284,44.56,2,6764,5,3
2285,44.61,1.84,1177,5,3
2286,44.37,1.58,9280,5,3
2287,44.54,1.41,117,5,3
2288,44.53,1.06,102,5,3
2289,44.61,0.76,233,5,3
2290,44.45,0.29,255,5,5
2291,44.55,0.16,404,5,5
2292,44.58,-0.21,9.7,5,5
2293,44.92,-0.77,23,5,5
2294,45.63,2.83,87,2,5
2295,45.65,2.53,363,2,5
2296,45.41,2.56,993,2,5
2297,45.47,2.91,40,2,5
2298,45.39,2.8,180,2,5
2299,45.58,2.19,225,2,5
2300,45.23,2.47,48,2,5
2301,45.29,2.24,401,2,5
2302,45.51,2.39,79,2,5
2303,45.53,2.24,84.9,2,5
2304,45.42,2.28,251,2,5
2305,45.18,1.82,4340,2,3
2306,45.07,1.86,4369,2,3
2307,45.12,1.92,815,2,3
2308,45,1.67,5489,5,3
2309,45,2.61,88,2,3
2310,44.86,2.3,104,2,3
2311,44.8,2.38,349,2,3
2312,44.88,1.95,1113,5,3
2313,44.89,1.77,184,2,3
2314,44.94,1.65,6860,5,3
2315,44.96,1.76,64,5,3
2316,44.96,1.66,7823,5,3
2317,44.88,1.43,119,5,3
2318,44.82,1.07,8759,5,3
2319,45.58,1.88,52,2,5
2320,45.68,1.93,33,2,5
2321,45.43,1.56,611,2,5
2322,45.48,1.38,597,2,5
2323,45.42,1.59,105,2,5
2324,45.12,1.58,272,2,3
2325,45.4,1.84,54,2,5
2326,45.32,1.78,169,2,5
2327,45.23,1.61,146,2,5
2328,45.34,1.93,359,2,5
2329,45.42,2.05,43,2,5
2330,45.22,1.57,943,2,3
2331,45.11,1.38,949,2,3
2332,45.23,1.48,163,2,3
2333,45.18,1.3,2452,2,3
2334,45.13,1.38,64,5,3
2335,45.07,1.1,98,5,3
2336,45.04,1.42,167,5,3
2337,45.11,1.11,3122,5,3
2338,44.99,0.87,3758,5,3
2339,44.86,0.3,14164,5,5
2340,44.98,0.24,73.5,5,5
2341,45.35,1.03,429,5,5
2342,45.37,0.88,197,2,5
2343,45.28,0.99,582,2,5
2344,45.19,0.83,875,5,3
2345,45.26,0.62,1844,5,5
2346,45.23,0.75,198,5,5
2347,45.09,0.66,2102,5,5
2348,44.95,0.16,3306,5,5
2349,45.52,0.29,40,5,5
2350,45.3,0.24,640,5,5
2351,45.3,-0.02,1935,5,5
2352,44.98,-0.19,2787,5,5
2353,43.12,0.24,32,5,3
2354,43.21,0.19,399,5,3
2355,43.27,-0.11,168,5,5
2356,43.51,-0.15,912,5,5
2357,43.54,0.03,84.3,5,5
2358,43.52,-0.02,38,5,5
2359,43.59,-0.04,1277,5,5
2360,43.14,0.34,11.6,5,3
2361,43.57,0.12,591,5,5
2362,43.67,-0.27,2347,5,5
2363,43.59,-0.41,423,5,5
2364,43.64,-0.36,2892,5,5
2365,43.59,-0.22,142,5,5
2366,43.73,-0.9,4178,5,5
2367,43.97,-0.34,798,5,5
2368,43.87,-0.07,218,5,5
2369,43.99,-0.14,453,5,5
2370,43.9,-0.83,2481,5,5
2371,43.69,-1.16,7941,5,5
2372,43.61,-0.65,187,5,5
2373,43.46,-0.76,259,5,5
2374,43.7,-1.21,1129,5,5
2375,42.76,-0.13,84,4,3
2376,42.94,0.13,409,4,3
2377,42.96,-0.03,191,4,3
2378,43.2,-0.28,1123,5,5
2379,43.01,-0.52,428,4,5
2380,43.47,-1.14,2471,5,5
2381,43.33,-1.1,247,5,5
2382,43.22,-1.19,114,5,5
2383,45.81,0.58,141,2,5
2384,45.59,0.21,792,5,5
2385,45.54,-0.73,236,5,5
2386,43.8,-1.36,60,5,5
2387,43.4,-1.53,138,5,5
2388,48.11,6.19,65,2,5
2389,47.91,5.79,1124,2,5
2390,47.87,6.23,222,2,5
2391,47.62,5.89,3726,2,5
2392,47.51,5.79,141,2,5
2393,47.55,5.63,388,2,5
2394,47.56,5.22,396,2,5
2395,47.33,5.46,608,2,5
2396,47.72,6.59,33,2,5
2397,47.47,6.56,178,2,5
2398,47.53,5.03,56,2,5
2399,47.39,5.36,403,2,5
2400,47.54,5.41,11.5,2,5
2401,47.61,5.14,230,2,5
2402,47.25,4.6,314,2,5
2403,47.21,5.01,441,2,5
2404,47.23,5.45,905,2,5
2405,47.29,5.28,877,2,5
2406,47.29,4.89,51.5,2,5
2407,47.06,4.99,11871,2,5
2408,46.69,6.18,48.5,2,5
2409,46.81,6.31,169,2,5
2410,46.79,6.26,247,2,5
2411,46.89,6.31,351,2,5
2412,46.9,6.3,661,2,5
2413,47.35,6.84,1044,2,4
2414,47.36,7.15,1251,2,5
2415,47.36,6.87,621,2,5
2416,47.37,6.68,2192,2,5
2417,47.71,6.99,9,2,5
2418,47.7,6.95,30.5,2,5
2419,47.69,6.7,140,2,5
2420,47.51,6.58,1136,2,5
2421,47.46,6.63,3452,2,5
2422,47.29,6.38,359,2,5
2423,47.15,6.15,4429,2,5
2424,47.2,5.53,4952,2,5
2425,47.09,5.73,117,2,5
2426,47.1,6.3,473,2,5
2427,46.87,6.16,180,2,5
2428,46.88,5.94,11,2,5
2429,47.04,5.86,1325,2,5
2430,46.95,5.98,47.7,2,5
2431,47.02,5.59,1902,2,5
2432,46.96,5.61,1780,2,5
2433,46.79,5.83,94.7,2,5
2434,46.49,4.37,272,2,5
2435,46.85,5.52,37,2,5
2436,46.7,5.3,938,2,5
2437,46.32,5.4,61,2,5
2438,46.57,5.54,40,2,5
2439,46.16,5.38,129,2,5
2440,46.23,5.3,81,2,5
2441,46.2,4.8,26182,2,5
2442,46.02,5.01,87,2,5
2443,46.17,5.04,176,2,5
2444,46.22,4.52,54.5,2,5
2445,45.83,4.38,53,2,5
2446,45.94,6.97,207,4,4
2447,46.03,6.47,323,4,4
2448,46.14,6.46,57.5,4,4
2449,46.02,6.55,28,4,4
2450,46.16,6.24,40.1,2,4
2451,46.3,6.65,170,4,4
2452,46.24,6.31,30.5,4,4
2453,46.24,6.37,66,4,4
2454,46.21,5.92,10382,2,4
2455,46.24,5.85,183,2,5
2456,46.06,5.9,10892,2,4
2457,45.87,6.24,222,4,4
2458,45.95,6.3,140,4,4
2459,45.86,6.26,27.1,4,4
2460,45.86,6.42,92.5,4,4
2461,45.88,6.25,29.2,2,4
2462,45.89,6.17,23.1,2,4
2463,45.73,6,282,4,4
2464,45.66,5.79,130,2,4
2465,45.82,5.68,157,2,4
2466,45.87,5.68,42,2,4
2467,45.79,5.66,59.3,2,4
2468,45.71,5.83,161,2,4
2469,45.41,5.79,89,4,4
2470,45.4,5.77,114,2,4
2471,46.62,6.14,211,2,5
2472,46.63,6.11,95,2,5
2473,46.7,6.06,46.1,2,5
2474,46.84,5.83,118,2,5
2475,46.45,5.74,1098,2,5
2476,46.55,6.16,19,2,5
2477,46.47,5.8,140,2,5
2478,46.35,5.69,469,2,5
2479,46.28,5.62,648,2,5
2480,46.19,5.68,280,2,5
2481,45.95,5.32,2769,2,5
2482,46.09,5.52,326,2,5
2483,46.15,5.23,351,2,5
2484,45.88,5.44,232,2,5
2485,46.05,5.6,136,2,5
2486,45.93,5.29,289,2,5
2487,45.96,5.4,3652,2,5
2488,45.95,4.94,78,2,5
2489,45.75,4.53,48,2,5
2490,45.49,4.53,322,2,5
2491,45.6,4.82,403,2,5
2492,45.59,4.89,50485,2,5
2493,45.67,4.74,50761,2,5
2494,45.43,4.74,36,2,5
2495,45.27,5.36,180,2,4
2496,45.28,5.26,462,2,4
2497,45.24,4.93,648,2,5
2498,45.16,4.75,231,3,3
2499,44.97,4.84,377,3,3
2500,44.87,4.77,66282,3,3
2501,44.88,5.15,9.6,3,3
2502,44.84,4.78,195,3,3
2503,44.58,5.46,196,3,3
2504,44.7,5.34,1150,3,3
2505,44.74,5,60,3,3
2506,44.38,4.08,103,2,3
2507,44.45,5.14,470,3,3
2508,44.23,4.23,230,3,3
2509,44.28,4.67,1055,3,3
2510,44.24,5.35,150,3,3
2511,44.3,4.89,582,3,3
2512,43.99,5.02,75,3,3
2513,43.88,5.3,1232,3,3
2514,45.47,6.99,46,4,4
2515,45.57,6.47,911,4,4
2516,45.52,6.56,331,4,4
2517,45.56,6.63,1590,4,4
2518,45.36,7.09,45.4,4,4
2519,45.31,6.66,632,4,4
2520,45.29,6.32,944,4,4
2521,45.48,6.38,4571,4,4
2522,45.53,6.12,62.5,4,4
2523,45.15,5.56,5821,4,4
2524,44.92,6.23,132,4,4
2525,44.72,5.93,24.5,4,4
2526,45,6.14,142,4,4
2527,44.86,6.04,71.6,4,4
2528,44.9,5.65,46,4,4
2529,45.06,6.25,221,4,4
2530,45.2,5.83,173,4,4
2531,45.14,5.83,1000,4,4
2532,45.16,5.54,3535,4,4
2533,45.28,5.4,9821,3,4
2534,45.14,5.61,74,4,4
2535,44.91,5.27,47.6,4,4
2536,45.14,5.47,789,3,3
2537,45.09,5.17,280,3,4
2538,44.98,5,187,3,3
2539,45.05,4.89,11849,3,3
2540,44.93,6.48,206,4,4
2541,44.91,6.52,547,4,4
2542,44.87,6.6,985,4,4
2543,44.57,6.52,3.5,4,4
2544,44.37,6.17,3550,3,4
2545,44.41,5.73,721,3,4
2546,44.09,6.18,6723,3,3
2547,44.01,6.13,375,3,3
2548,44.09,6.6,137,4,3
2549,43.79,6.63,653,3,3
2550,43.73,6.56,105,3,3
2551,43.63,5.75,1822,3,3
2552,43.75,5.74,11772,3,3
2553,43.87,5.3,333,3,3
2554,42.48,2.85,376,3,3
2555,42.5,2.59,32.3,3,3
2556,42.47,2.89,47.8,3,3
2557,42.68,2.96,734,3,3
2558,42.56,2.07,45,4,3
2559,42.49,2.47,424,3,3
2560,42.71,2.32,827,3,3
2561,42.68,2.43,975,3,3
2562,42.71,2.7,71,3,3
2563,42.9,2.47,217,3,3
2564,42.7,2.54,442,3,3
2565,42.69,2.62,905,3,3
2566,43.09,2.9,165,3,3
2567,42.78,2.24,135,4,3
2568,42.94,2.37,686,3,3
2569,42.99,2.34,144,3,3
2570,43.17,2.05,198,3,3
2571,43.11,2.24,65.8,3,3
2572,43.17,2.48,1740,3,3
2573,43.21,1.96,215,5,3
2574,43.33,2.04,142,5,3
2575,43.24,2.23,130,3,3
2576,43.27,2.25,939,3,3
2577,43.27,2.41,240,3,3
2578,43.21,2.28,85.3,3,3
2579,43.24,2.64,107,3,3
2580,43.31,2.78,47.1,3,3
2581,43.28,2.72,591,3,3
2582,43.3,2.81,268,3,3
2583,43.54,3.07,368,3,3
2584,43.55,2.79,905,3,3
2585,43.44,3.21,1322,3,3
2586,43.45,5.52,303,3,3
2587,43.47,5.25,72.4,3,3
2588,43.22,6.14,169,3,3
2589,43.55,6.06,136,3,3
2590,43.59,6.15,154,3,3
2591,43.43,5.83,487,3,3
2592,43.38,6.01,213,3,3
2593,43.36,6.22,221,3,3
2594,43.38,6.07,1170,3,3
2595,43.47,6.29,1717,3,3
2596,43.57,6.53,189,3,3
2597,43.52,6.62,111,3,3
2598,43.42,6.62,2541,3,3
2599,43.41,6.68,71,3,3
2600,43.14,6.25,44.4,3,3
2601,43.25,6.6,193,3,3
2602,43.47,6.85,48,3,3
2603,43.71,6.96,277,3,3
2604,43.6,7.02,511,3,3
2605,43.75,7.02,141,3,3
2606,43.98,6.79,678,3,4
2607,43.93,7.36,700,3,4
2608,43.84,7.05,451,3,3
2609,43.87,7.47,461,3,3
2610,42.36,8.98,95.6,3,3
2611,42.51,9.5,929,3,3
2612,42.57,9.34,53.6,3,3
2613,42.38,8.75,128,3,3
2614,41.81,8.99,333,3,3
2615,42.17,9.38,148,3,3
2616,51.86,6.58,260,5,5
2617,51.35,7.23,4049,2,5
2618,51.39,7.63,1991,2,5
2619,50.86,6.69,285,5,5
2620,50.74,7.06,2790,5,5
2621,50.77,7.29,1460,2,5
2622,50.85,7.19,782,5,5
2623,51.76,8.72,1023,5,5
2624,49.87,7.81,4018,2,5
2625,49.79,7.75,2801,2,5
